type_shoes,price,address,image_link-src
Souliers homme,55 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4106518_uploaded_image1_1677147625.jpg
Souliers cuir,50 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4106516_uploaded_image1_1677147509.jpg
Souliers en cuir,50 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4106514_uploaded_image3_1677147398.jpeg
Chaussures homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4106317_uploaded_image2_1677134733.jpeg
Chaussures homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4106315_uploaded_image1_1677134522.jpg
Chaussures homme,6 500CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4069226_uploaded_image1_1674938945.jpg
Souliers homme,20 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4068929_uploaded_image1_1674922472.jpg
Chaussures Timberland,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4066069_uploaded_image1_1674734180.jpg
Claquettes homme,10 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4066061_uploaded_image1_1674734040.jpg
Baladeuses homme,10 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4066063_uploaded_image1_1674734092.jpg
Chaussures homme,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4105029_uploaded_image1_1677061834.jpg
Chaussure Nike,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4065322_uploaded_image1_1674675180.jpg
Chaussure Nike,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4065307_uploaded_image1_1674674494.jpg
Chaussures Nike,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4062037_uploaded_image1_1674488671.jpg
Chaussures homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4062007_uploaded_image1_1674487426.jpg
Chaussures Adidas,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4062015_uploaded_image1_1674487779.jpg
Chaussures homme,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4061998_uploaded_image1_1674486982.jpg
Chaussures homme,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4061996_uploaded_image1_1674486926.jpg
Chaussures Adidas,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4061992_uploaded_image1_1674486811.jpg
Chaussures Nike,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4061990_uploaded_image1_1674486721.jpg
Chaussures homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4061163_uploaded_image1_1674427896.jpg
Chaussures homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4061156_uploaded_image1_1674427574.jpg
Baskets Jordan XI,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4064824_uploaded_image1_1674652623.jpg
Souliers homme,45 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4103753_uploaded_image1_1676982736.jpg
Chaussures Nike,17 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4103733_uploaded_image1_1676981646.jpg
Baskets Nike 720,9 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4103625_uploaded_image1_1676978060.jpg
Baskets Jordan 13,35 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4101718_uploaded_image1_1676858073.jpg
Baskets Nike Air Force One,20 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4101717_uploaded_image1_1676857976.jpg
Baskets  Jordan Rétro 1,20 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4101675_uploaded_image1_1676851684.jpg
Chaussures Jordan 1,24 000CFA,"Port-Bouet, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4101482_uploaded_image1_1676837723.jpg
Chaussure Nike homme,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4062265_uploaded_image1_1674500315.jpg
Chaussure mixte,35 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4062263_uploaded_image1_1674500184.jpg
Chaussures Bensimons,20 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4101361_uploaded_image1_1676829696.jpg
Chaussures Adidas,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4058865_uploaded_image1_1674247693.jpg
Chaussures homme,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4101027_uploaded_image1_1676805119.jpg
Chaussure homme NB,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4061054_uploaded_image1_1674420833.jpg
Chaussures homme Nike,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4061044_uploaded_image1_1674420457.jpg
Baskets New Balance 574 Salehe Bembury,25 000CFA,"Port-Bouet, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4100408_uploaded_image1_1676742328.jpg
Chaussures Adidas,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4057688_uploaded_image1_1674203472.jpg
Chaussures Nike,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4057683_uploaded_image1_1674203250.jpg
Chaussures New Balance,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4057682_uploaded_image1_1674203207.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4057703_uploaded_image1_1674203979.jpg
Chaussures Asics,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4057698_uploaded_image1_1674203789.jpg
Chaussures homme,Prix sur demande,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4099820_uploaded_image1_1676707061.jpg
Chaussures homme,Prix sur demande,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4099818_uploaded_image1_1676706728.jpg
Chaussures Louis Vuitton,35 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4099349_uploaded_image1_1676659741.jpg
Chaussures homme,25 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4099155_uploaded_image1_1676651987.jpg
Baskets Louis Vuitton,30 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4098899_uploaded_image1_1676640476.jpg
Baskets Jordan,15 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4097671_uploaded_image1_1676564142.jpg
Claquettes Adidas,15 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4054974_uploaded_image1_1674040453.jpg
Chaussures mixte,30 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4057144_uploaded_image1_1674154482.jpg
Chaussures New Balance,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4052332_uploaded_image1_1673886782.jpg
Chaussures homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4079349_uploaded_image1_1675470212.jpg
Chaussures Reebok,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4079337_uploaded_image1_1675470001.jpg
Chaussures homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4079344_uploaded_image1_1675470098.jpg
Chaussures Lagos,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4079376_uploaded_image1_1675471888.jpg
Chaussures Adidas,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4079366_uploaded_image1_1675471263.jpg
Baskets  Air Jordan,22 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4121135_uploaded_image1_1678032033.jpg
Chaussures Yeezy,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4077417_uploaded_image1_1675380669.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4077422_uploaded_image1_1675380713.jpg
Chaussures New Balance,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4077415_uploaded_image1_1675380592.jpg
Chaussures Adidas,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4077402_uploaded_image1_1675380227.jpg
Chaussures New Balance,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4077394_uploaded_image1_1675379937.jpg
Chaussures Nike,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4077391_uploaded_image1_1675379851.jpg
Chaussures homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4077432_uploaded_image1_1675381155.jpg
Claquettes homme,13 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4077430_uploaded_image1_1675380996.jpg
Chaussure homme Louis Vuitton,35 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4080516_uploaded_image1_1675541805.jpg
Souliers homme,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4118944_uploaded_image1_1677872233.jpg
Souliers homme,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4118941_uploaded_image1_1677872130.jpg
Chaussures Nike,17 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4118906_uploaded_image1_1677869861.jpg
Chaussures TN Nocta,20 000CFA,"Treichville, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4118586_uploaded_image1_1677856761.jpg
Souliers homme,25 000CFA,"Le plateau, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4118265_uploaded_image1_1677845583.jpg
Baskets Nike Nocta,27 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4117994_uploaded_image1_1677838610.jpg
Baskets homme,18 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4117987_uploaded_image1_1677838513.jpg
Baskets homme,50 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4117640_uploaded_image1_1677815310.jpg
Souliers homme,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4117618_uploaded_image1_1677810141.jpg
Chaussures homme,20 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4117612_uploaded_image1_1677809695.jpg
Chaussure homme Nike,30 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4079033_uploaded_image1_1675455094.jpg
Chaussures homme,40 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4079030_uploaded_image1_1675454875.jpg
Chaussures homme,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4079024_uploaded_image1_1675454770.jpg
Chaussures mixte,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4079015_uploaded_image1_1675454407.jpg
Chaussures mixte Nike,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4079010_uploaded_image1_1675454244.jpg
Claquettes  homme,13 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4073084_uploaded_image1_1675203801.jpg
Chaussures Adidas,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4073085_uploaded_image1_1675203840.jpg
Claquettes Dior,13 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4072846_uploaded_image1_1675192619.jpg
Chaussures Adidas,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4072844_uploaded_image1_1675192568.jpg
Chaussures Adidas,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4072850_uploaded_image1_1675192730.jpg
Claquettes Prada,13 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4072841_uploaded_image1_1675192502.jpg
Chaussures homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4073088_uploaded_image1_1675203960.jpg
Chaussures Timberland,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4073087_uploaded_image1_1675203885.jpg
Baskets montantes homme,19 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4078004_uploaded_image1_1675423749.jpg
Baskets TN,20 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4078011_uploaded_image1_1675423836.jpg
Baskets Jordan Dunk,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4077978_uploaded_image1_1675423441.jpg
Baskets Jordan Dunk,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4077983_uploaded_image1_1675423479.jpg
Baskets Jordan Dunk,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4077974_uploaded_image1_1675423375.jpg
Baskets New Balance,20 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4115915_uploaded_image1_1677741949.jpg
Baskets Jordan 1,20 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4115909_uploaded_image1_1677741821.jpg
Mocassins homme,16 900CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4088994_uploaded_image2_1676012667.jpeg
Baskets Jordan 1,20 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4115906_uploaded_image1_1677741555.jpg
Baskets Jordan 1,20 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4115904_uploaded_image1_1677741382.jpg
Chaussures homme,13 900CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4080834_uploaded_image1_1675576037.jpg
Baskets homme,35 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4115693_uploaded_image1_1677713521.jpg
Baskets homme,35 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4115683_uploaded_image1_1677713071.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4071605_uploaded_image1_1675120028.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4071601_uploaded_image1_1675119982.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4071539_uploaded_image1_1675116140.jpg
Chaussures homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4071540_uploaded_image1_1675116214.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4071599_uploaded_image1_1675119946.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4072041_uploaded_image1_1675162705.jpg
Chaussures Berluti,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4071537_uploaded_image1_1675116066.jpg
Chaussures homme,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4071534_uploaded_image1_1675115926.jpg
Chaussures Tommy Hilfiger,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4072018_uploaded_image1_1675161978.jpg
Chaussures Dior,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4072300_uploaded_image1_1675172690.jpg
Chaussures homme,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4072298_uploaded_image1_1675172642.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4072302_uploaded_image1_1675172755.jpg
Souliers homme,25 000CFA,"Le plateau, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4114452_uploaded_image1_1677672959.jpg
Baskets Nike Air Max 95,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4114296_uploaded_image1_1677669083.jpg
Baskets Nike TN,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4114283_uploaded_image1_1677668874.jpg
Chaussures Louis Vuitton,23 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4075697_uploaded_image1_1675325246.jpg
Baskets Nike TN 3,15 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4113998_uploaded_image1_1677659266.jpg
Chaussures homme,18 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4113838_uploaded_image2_1677651860.jpeg
Baskets homme,17 500CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4113829_uploaded_image1_1677651547.jpg
Chaussures TN,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4070255_uploaded_image1_1675037185.jpg
Chaussures Timberland,20 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4074605_uploaded_image1_1675264942.jpg
Baladeuses homme,13 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4074598_uploaded_image1_1675264876.jpg
Baskets Adidas,20 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4074613_uploaded_image1_1675265083.jpg
Chaussures Reebok,18 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4074609_uploaded_image1_1675265009.jpg
Baladeuses homme,10 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4074587_uploaded_image1_1675264738.jpg
Baskets Jordan 1,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4074593_uploaded_image1_1675264815.jpg
Baskets Jordan 11,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4074580_uploaded_image1_1675264546.jpg
Baskets Jordan 4,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4074532_uploaded_image1_1675263086.jpg
Baskets Adidas,19 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4074528_uploaded_image1_1675262997.jpg
Baskets Stan Smith,20 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4112211_uploaded_image1_1677546960.jpg
Chaussures homme,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4072935_uploaded_image1_1675196252.jpg
Claquettes Balenciaga,15 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4069211_uploaded_image1_1674938000.jpg
Chaussures homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4111033_uploaded_image1_1677491630.jpg
Baskets Jordan IX,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4095469_uploaded_image1_1676452027.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4092480_uploaded_image1_1676245039.jpg
Claquettes homme,13 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4092482_uploaded_image1_1676245080.jpg
Claquettes Balenciaga,15 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4092478_uploaded_image1_1676244991.jpg
Espadrilles homme,14 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4094991_uploaded_image1_1676396908.jpg
Souliers homme,20 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4094968_uploaded_image1_1676396045.jpg
Souliers homme,8 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4094690_uploaded_image1_1676386200.jpg
Baladeuses homme,10 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4094678_uploaded_image1_1676385678.jpg
Chaussures Crocs homme,10 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4132374_uploaded_image1_1678715968.jpg
Baskes Nike Air Jordan 1,70 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4132367_uploaded_image1_1678715795.jpg
Chaussures Crocs homme,25 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4132365_uploaded_image1_1678715713.jpg
Chaussures Crocs homme,15 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4132358_uploaded_image1_1678715565.jpg
Chaussures Berlutti,70 000CFA,"Koumassi, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4130590_uploaded_image1_1678574659.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4089841_uploaded_image1_1676047850.jpg
Chaussures New Balance,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4089807_uploaded_image1_1676046307.jpg
Chaussures homme,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4089768_uploaded_image1_1676044469.jpg
Baskets Nike,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4089744_uploaded_image1_1676043642.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4089743_uploaded_image1_1676043597.jpg
Chaussures Armany homme,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4089736_uploaded_image1_1676043374.jpg
Chaussures  homme,15 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4129934_uploaded_image1_1678538550.jpg
Chaussures  homme,22 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4129933_uploaded_image1_1678538499.jpg
Chaussures homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4129736_uploaded_image1_1678530295.jpg
Chaussures Tommy,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4129735_uploaded_image1_1678530206.jpg
Claquettes homme,13 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4088831_uploaded_image1_1675985525.jpg
Claquettes Jordan,13 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4088828_uploaded_image1_1675985480.jpg
Chaussures homme,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4091233_uploaded_image1_1676145145.jpg
Boots homme,55 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4128973_uploaded_image1_1678472209.jpg
Chaussures Adidas,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4088061_uploaded_image1_1675954656.jpg
Baskets Jordan 9 Retro,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4090413_uploaded_image1_1676102486.jpg
Chaussures New Balance,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4087024_uploaded_image1_1675890685.jpg
Chaussures Louis Vuitton,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4087005_uploaded_image1_1675890090.jpg
Chaussures Louis Vuitton,40 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4087008_uploaded_image1_1675890156.jpg
Claquettes Louis Vuitton,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4087020_uploaded_image1_1675890561.jpg
Chaussures Reebok,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4087015_uploaded_image1_1675890389.jpg
Claquettes homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4087018_uploaded_image1_1675890445.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4087014_uploaded_image1_1675890345.jpg
Chaussures homme,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4087013_uploaded_image1_1675890291.jpg
Chaussures homme,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4086999_uploaded_image1_1675889860.jpg
Chaussures Ellesse,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4087004_uploaded_image1_1675890034.jpg
Chaussures Balenciaga,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4087000_uploaded_image1_1675889908.jpg
Chaussures TN,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4087002_uploaded_image1_1675889976.jpg
Chaussures  homme,20 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4127809_uploaded_image1_1678404105.jpg
Chaussures  homme,25 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4127808_uploaded_image1_1678403995.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4086987_uploaded_image1_1675889478.jpg
Chaussures Tommy,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4086993_uploaded_image1_1675889649.jpg
Chaussures Balmain,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4086996_uploaded_image1_1675889751.jpg
Chaussures Adidas,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4086995_uploaded_image1_1675889711.jpg
Chaussures Adidas,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4086968_uploaded_image1_1675888826.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4086965_uploaded_image1_1675888789.jpg
Chaussures Jordan,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4086985_uploaded_image1_1675889364.jpg
Chaussures Basket,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4086986_uploaded_image1_1675889433.jpg
Chaussures Versace,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4086971_uploaded_image1_1675888894.jpg
Chaussures homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4086970_uploaded_image1_1675888860.jpg
Chaussures Dolce Gabbana,40 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4086974_uploaded_image1_1675888987.jpg
