type_shoes,price,address,image_link-src
Chaussure Nike mixte,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4172833_uploaded_image1_1681237617.jpg
Chaussures  homme,35 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4260105_uploaded_image1_1687008830.jpg
Chaussures homme,35 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4260093_uploaded_image1_1687008524.jpg
Chaussures cuir,10 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4258246_uploaded_image1_1686852892.jpg
Chaussures en cuir,25 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4258191_uploaded_image1_1686850821.jpg
Baskets  All Star Converse,10 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4257300_uploaded_image1_1686802079.jpg
Tapettes  Nike,6 500CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4257299_uploaded_image1_1686801701.jpg
Baskets  Converse All Star montante,7 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4255095_uploaded_image1_1686673729.jpg
Baskets  Nike SB,19 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4255086_uploaded_image1_1686673376.jpg
Chaussures cuir homme,25 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4254517_uploaded_image1_1686655224.jpg
Mocassins homme,30 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4254507_uploaded_image1_1686655003.jpg
Sneakers cuir,23 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4254500_uploaded_image1_1686654866.jpg
Baskets  Jordan,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4253296_uploaded_image1_1686575541.jpg
Baskets  Jordan,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4253291_uploaded_image1_1686575463.jpg
Baskets  Jordan,30 000CFA,"Le Plateau, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4253212_uploaded_image1_1686572476.jpg
Baskets  Jordan,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4253173_uploaded_image1_1686570890.jpg
Baskets  Jordan,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4253160_uploaded_image1_1686570673.jpg
Chaussures mixte,22 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4252951_uploaded_image2_1686562219.jpeg
Baskets Louis Vuitton,45 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4252497_uploaded_image1_1686515804.jpg
Baskets Nike Air Jordan Dunk SB,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4251362_uploaded_image1_1686427163.jpg
Baskets Air Jordan Retro 4,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4251358_uploaded_image1_1686426911.jpg
Chaussures  New Balance,45 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4250794_uploaded_image1_1686394954.jpg
Claquettes homme,20 000CFA,"Soubré, Côte d'Ivoire",https://images.coinafrique.com/thumb_4250776_uploaded_image1_1686394159.jpg
Sandales  homme,20 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4250439_uploaded_image1_1686357512.jpg
Chaussures  Zion Williamson Nike,50 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4211430_uploaded_image1_1683799155.jpg
Claquettes Fendi,25 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4249604_uploaded_image1_1686319377.jpg
Baskets Lacoste,40 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4216471_uploaded_image2_1684145189.jpeg
Baskets Air Jordan,25 000CFA,"Koumassi, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4248952_uploaded_image1_1686291222.jpg
Baskets  Nike Dunk low,38 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4208598_uploaded_image1_1683630274.jpg
Baskets  Nike Nocta,67 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4208640_uploaded_image1_1683631316.jpg
Baskets  Nike,55 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4208630_uploaded_image1_1683630983.jpg
Claquettes homme,6 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4246264_uploaded_image1_1686140635.jpg
Sandales à corde,9 900CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4220686_uploaded_image1_1684402947.jpg
Chaussures Kito Choco,9 900CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4220683_uploaded_image1_1684402818.jpg
Chaussures Jordan One,20 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4245223_uploaded_image1_1686075443.jpg
Chaussures Vans,12 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4245209_uploaded_image1_1686074943.jpg
Baskets Jordan 9,23 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4245207_uploaded_image1_1686074843.jpg
Baskets Jordan One,20 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4245206_uploaded_image1_1686074706.jpg
Sneakers Adidas,30 000CFA,"Koumassi, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4244838_uploaded_image1_1686060866.jpg
Souliers  homme,15 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4243865_uploaded_image1_1685995272.jpg
Baskets  Jordan 4,25 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4243693_uploaded_image1_1685985870.jpg
Chaussures homme,45 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4243490_uploaded_image1_1685975078.jpg
Chaussures en cuir,15 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4242191_uploaded_image1_1685871790.jpg
Baskets Nike TN,20 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241616_uploaded_image1_1685818002.jpg
Baskets Nike Air Force One,22 000CFA,"Port-Bouet, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241463_uploaded_image1_1685808146.jpg
Basket Nike TN,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4240011_uploaded_image1_1685708077.jpg
Chaussures Kito,5 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4239899_uploaded_image1_1685701544.jpg
Chaussures  Hermes,16 500CFA,"Treichville, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4239641_uploaded_image1_1685688078.jpg
Baskets Jordan 1 high,25 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4239129_uploaded_image1_1685642833.jpg
Baskets New Balance,30 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4239126_uploaded_image1_1685642750.jpg
Baskets Jordan,35 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4239123_uploaded_image1_1685642666.jpg
Baskets  Nike SB,25 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4239119_uploaded_image1_1685642497.jpg
Baskets  Jordan retro one Nike,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4238670_uploaded_image1_1685626212.jpg
Chaussures Knack homme,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4238664_uploaded_image1_1685626010.jpg
Baskets Amiri,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4238660_uploaded_image1_1685625942.jpg
Chaussures Nike,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4201034_uploaded_image1_1683141511.jpg
Chaussures Nike,30 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4202917_uploaded_image1_1683237570.jpg
Baskets Nike SB Dunk Low,45 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4238061_uploaded_image1_1685607798.jpg
Baskets  Nike,45 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4238058_uploaded_image1_1685607667.jpg
Baskets Jarritos X Nike sb dunk low,45 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4238054_uploaded_image1_1685607554.jpg
Baskets Nike,45 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4238051_uploaded_image1_1685607396.jpg
Baskets  Jordan 4,25 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4237347_uploaded_image1_1685549359.jpg
Vans homme,12 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4237265_uploaded_image1_1685545640.jpg
Baskets  Lacoste,60 000CFA,"Koumassi, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4237177_uploaded_image1_1685541638.jpg
Chaussures  Air Jordan One Nike,25 000CFA,"Koumassi, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4237176_uploaded_image1_1685541565.jpg
Chaussures  Air Jordan 1 Nike,25 000CFA,"Koumassi, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4237171_uploaded_image1_1685541449.jpg
Souliers  homme,55 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4236984_uploaded_image1_1685533368.jpg
Chaussures homme,30 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4236532_uploaded_image2_1685495517.jpeg
Baskets Air Jordan 4,Prix sur demande,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4236340_uploaded_image1_1685480771.jpg
Baskets Air Jordan 11,Prix sur demande,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4236338_uploaded_image1_1685480727.jpg
Baskets Air Jordan 4,Prix sur demande,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4236336_uploaded_image1_1685480676.jpg
Baskets Nike Air Jordan 1 Cactus Jack,35 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4236330_uploaded_image1_1685480497.jpg
Baskets Jordan Retro 4,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4235556_uploaded_image1_1685448940.jpg
Baskets All-Star montants,7 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4235540_uploaded_image1_1685448409.jpg
Baskets  Vans,10 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4235530_uploaded_image1_1685448249.jpg
Chaussures Vans homme,10 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4235524_uploaded_image1_1685448110.jpg
T-shirts homme,6 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4235439_uploaded_image1_1685445208.jpg
Baskets Air Jordan 4,23 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4234949_uploaded_image1_1685397541.jpg
Baskets Nike Dunk Low Travis Scott PlayStation,20 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4234947_uploaded_image1_1685397427.jpg
Baskets Nike Dunk Low,20 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4234946_uploaded_image1_1685397307.jpg
Baskets Yeezy,25 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4234848_uploaded_image1_1685392974.jpg
Baskets Nike Air Jordan,17 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4234843_uploaded_image1_1685392733.jpg
Chaussures homme,25 000CFA,"Yopougon, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4234842_uploaded_image1_1685392606.jpg
Baskets  All Star,7 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4234417_uploaded_image1_1685370649.jpg
Chaussures All Star,6 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4234403_uploaded_image2_1688512674.jpeg
Basket homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241328_uploaded_image1_1685800597.jpg
Basket homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241327_uploaded_image1_1685800516.jpg
Baskets Lagos,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241325_uploaded_image1_1685800432.jpg
Basket Puma,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241324_uploaded_image1_1685800369.jpg
Baskets Lagos,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241316_uploaded_image1_1685799753.jpg
Basket homme daim,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241317_uploaded_image1_1685799810.jpg
Chaussures Hermes,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241314_uploaded_image1_1685799689.jpg
Basket Lagos,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241319_uploaded_image1_1685799928.jpg
Basket homme,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241318_uploaded_image1_1685799855.jpg
Basket homme,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241313_uploaded_image1_1685799615.jpg
Basket Adidas,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241309_uploaded_image1_1685799086.jpg
Babouche homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261045_uploaded_image1_1687099620.jpg
Mocassin homme,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241306_uploaded_image1_1685799050.jpg
Basket Adidas,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241304_uploaded_image1_1685798995.jpg
Basket homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241301_uploaded_image1_1685798872.jpg
Basket Lagos,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241302_uploaded_image1_1685798936.jpg
Basket Ellesse,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261037_uploaded_image1_1687099183.jpg
Basket Adidas,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261039_uploaded_image1_1687099235.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261030_uploaded_image1_1687098992.jpg
Basket homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261034_uploaded_image1_1687099031.jpg
Baskets Adidas,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261036_uploaded_image1_1687099153.jpg
Baskets Hermes,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241287_uploaded_image1_1685798343.jpg
Chaussures homme,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241285_uploaded_image1_1685798279.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241281_uploaded_image1_1685798217.jpg
Baskets Adidas,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241280_uploaded_image1_1685798174.jpg
Basket Timberland,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261025_uploaded_image1_1687098894.jpg
Chaussures homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261027_uploaded_image1_1687098936.jpg
Chaussures homme,40 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241288_uploaded_image1_1685798440.jpg
Chaussures homme,40 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241290_uploaded_image1_1685798502.jpg
Basket Lagos,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241279_uploaded_image1_1685798124.jpg
Basket Lagos,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261017_uploaded_image1_1687098567.jpg
Baskets Adidas,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261019_uploaded_image1_1687098644.jpg
Baskets Ralph,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261018_uploaded_image1_1687098603.jpg
Baskets Adidas,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4263490_uploaded_image1_1687271520.jpg
Baskets Balenciaga,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4263482_uploaded_image1_1687271313.jpg
Baskets Jordan,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241270_uploaded_image1_1685797174.jpg
Basket homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241263_uploaded_image1_1685797005.jpg
Baskets Nike,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4263486_uploaded_image1_1687271415.jpg
Baskets Nike,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4263484_uploaded_image1_1687271375.jpg
Basket Lagos,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241260_uploaded_image1_1685796944.jpg
Basket Lagos,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241256_uploaded_image1_1685796860.jpg
Basket TN homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241254_uploaded_image1_1685796799.jpg
Chaussures mixte,30 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4243420_uploaded_image1_1685971565.jpg
Baskets New Balance,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4264704_uploaded_image1_1687348353.jpg
Claquettes Nike,13 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4264706_uploaded_image1_1687348406.jpg
Claquettes homme,13 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4264703_uploaded_image1_1687348294.jpg
Chaussures mixte,25 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4243204_uploaded_image1_1685961886.jpg
Chaussures Vans mixte,17 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4242962_uploaded_image1_1685947423.jpg
Chaussures homme,5 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4276835_uploaded_image1_1688228385.jpg
Chaussures mixte,20 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4242156_uploaded_image1_1685868096.jpg
Baskets Converse Chuck Taylor CDG,40 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4238549_uploaded_image1_1685622054.jpg
Baskets Nike,13 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4238534_uploaded_image1_1685621727.jpg
Baskets Nike Dunk Low Jackie Robinson,46 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4238527_uploaded_image1_1685621795.jpg
Baskets Jordan 1,53 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4238515_uploaded_image1_1685621306.jpg
Baskets Jordan 1,53 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4238520_uploaded_image1_1685621428.jpg
Sandales  homme,10 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4275518_uploaded_image1_1688142200.jpg
Chaussures homme,14 900CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4241297_uploaded_image1_1685798714.jpg
Baskets  Jordan 4,17 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4274761_uploaded_image1_1688070885.jpg
Chaussure mixte Lacoste,30 000CFA,"Marcory, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4240560_uploaded_image1_1685733124.jpg
Chaussures  Jordan 4,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4234486_uploaded_image1_1685373714.jpg
Baskets All Star,7 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4270339_uploaded_image1_1687718264.jpg
Baskets  Air Jordan 1 Nike,23 000CFA,"Adjamé, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4270256_uploaded_image1_1687712927.jpg
Baskets homme,35 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4269892_uploaded_image1_1687688290.jpg
Chaussures homme,3 500CFA,"Sassandra, Côte d'Ivoire",https://images.coinafrique.com/thumb_4269861_uploaded_image1_1687686082.jpg
Souliers homme,70 000CFA,"Grand-Bassam, Côte d'Ivoire",https://images.coinafrique.com/thumb_4269134_uploaded_image1_1687615873.jpg
Baskets Reebok,18 000CFA,"Le plateau, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4267752_uploaded_image1_1687516332.jpg
Baskets homme,30 000CFA,"Le plateau, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4267748_uploaded_image1_1687516157.jpg
Mocassins homme,40 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4266997_uploaded_image1_1687459392.jpg
Chaussures Fashion Ogyi TM,25 000CFA,"Port-Bouet, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4266962_uploaded_image1_1687457234.jpg
Baskets Nike SB,30 000CFA,"Port-Bouet, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4266961_uploaded_image1_1687457090.jpg
Sandales  homme,20 000CFA,"Abobo, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4266596_uploaded_image1_1687442713.jpg
Souliers Berluti,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4265163_uploaded_image1_1687363332.jpg
Baskets  homme,25 000CFA,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4264456_uploaded_image1_1687338828.jpg
Baskets homme,20 000CFA,"Treichville, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4264207_uploaded_image1_1687310892.jpg
Baskets  Air Jordan 3,25 000CFA,"Port-Bouet, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4263454_uploaded_image1_1687270144.jpg
Baskets  Air Jordan 4,25 000CFA,"Port-Bouet, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4263449_uploaded_image1_1687270046.jpg
Baskets  Air Jordan 11,25 000CFA,"Port-Bouet, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4263447_uploaded_image1_1687269916.jpg
Sandales hommes,Prix sur demande,"Angré, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4262944_uploaded_image1_1687245585.jpg
Boots Bershka,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4262364_uploaded_image2_1687190441.jpeg
Mocassins en cuir,19 000CFA,"Port-Bouet, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261850_uploaded_image1_1687168905.jpg
Sneakers  Durango,10 000CFA,"Port-Bouet, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261842_uploaded_image1_1687168709.jpg
Chaussures en cuir,18 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4260534_uploaded_image2_1687043336.jpeg
Chaussures en cuir,10 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4260533_uploaded_image1_1687043156.jpg
Chaussures homme,45 000CFA,"Cocody, Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4260106_uploaded_image1_1687008859.jpg
Baskets Tommy,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4250313_uploaded_image1_1686348350.jpg
Basket louboutin,40 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4250307_uploaded_image1_1686348125.jpg
Chaussures homme,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4250309_uploaded_image1_1686348170.jpg
Baskets homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4250310_uploaded_image1_1686348223.jpg
Basket Balenciaga,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4250305_uploaded_image1_1686348058.jpg
Baskets All Star,10 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261461_uploaded_image1_1687126955.jpg
Baskets homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261459_uploaded_image1_1687126896.jpg
Baskets Louis Vuitton,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261453_uploaded_image1_1687126687.jpg
Baskets Balenciaga,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261451_uploaded_image1_1687126643.jpg
Baskets homme,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261457_uploaded_image1_1687126850.jpg
Baskets Adidas,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261449_uploaded_image1_1687126559.jpg
Baskets homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261447_uploaded_image1_1687126511.jpg
Baskets Adidas,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261443_uploaded_image1_1687126417.jpg
Baskets Nike,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261445_uploaded_image1_1687126463.jpg
Chaussures homme,25 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4261438_uploaded_image1_1687126369.jpg
Baskets Tommy,35 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4262657_uploaded_image1_1687205902.jpg
Baskets Nike,30 000CFA,"Abidjan, Côte d'Ivoire",https://images.coinafrique.com/thumb_4262655_uploaded_image1_1687205851.jpg
